"o","topo","envfilt","stat","summary","Beta_a","S_a","Stot_a","Beta_b","S_b","Stot_b","Cor_ab","N","Ntot"
"1","many2many","all","50%","var",0.00213324746241856,0.0778333333333332,0,0.00106402754187188,0.0150694444444444,0,0.000215449878559615,4.128625,1651.45
"1","many2many","all","97.5%","mean",2.79916004128219,16.978,30,2.16748611478343,7.553875,10,0.979411008879518,95.259125,1905.1825
"1","many2many","all","97.5%","var",0.00636129848751684,0.188383333333333,0.478888888888888,0.00424191355107237,0.0397965277777778,0,0.00156137072831992,16.8205555555555,6728.22222222222
"1","many2many","all","mean","mean",2.16310241552926,14.0043,29.803,1.67452843198976,6.08205,10,0.936283601999963,87.78505,1755.701
"1","many2many","all","mean","var",0.00254380530110071,0.0865366666666667,0.101444444444444,0.0013710686574635,0.0165913888888889,0,0.00043333365792,5.1716075,2068.643
"1","many2many","all","var","mean",0.0795376302273434,3.0615692020202,0.118071717171717,0.0528645412693368,0.647391967171717,0,0.00158057525296101,35.8421234823232,14336.8493929293
"1","many2many","all","var","var",3.70458428625794e-06,0.00198661040778152,0.0248326599326599,9.79460640156813e-07,8.93082880502556e-05,0,7.34837316100699e-07,23.5298150827512,3764770.41324019
"1","many2many","none","2.5%","mean",1.07835543245977,26.954,30,1,9.942375,10,NA,94.942375,1898.8475
"1","many2many","none","2.5%","var",5.03939494843497e-05,0.0320090277777778,0,0,0,0,NA,0.0691666666666672,27.6666666666667
"1","many2many","none","50%","mean",1.09577616711742,27.38,30,1.00100502512563,9.99,10,NA,95.2675,1905.35
"1","many2many","none","50%","var",0.000128433591728251,0.0799027777777777,0,4.48922445841739e-06,0.000444444444444457,0,NA,0.195625,78.25
"1","many2many","none","97.5%","mean",1.11311459576312,27.822625,30,1.00581691400653,10,10,NA,95.562625,1911.2525
"1","many2many","none","97.5%","var",0.000331455392190525,0.210463194444444,0,3.46967151979991e-05,0.00337430555555556,0,NA,0.433514583333333,173.405833333333
"1","many2many","none","mean","mean",1.09532723937273,27.39405,30,1.0016030820983,9.9841,10,NA,95.2582,1905.164
"1","many2many","none","mean","var",0.000144880166160428,0.0901775,0,8.50303998620636e-06,0.000832222222222227,0,NA,0.215681111111111,86.2724444444444
"1","many2many","none","var","mean",8.88055139389607e-05,0.0554569166666667,0,3.02344350484051e-06,0.000296151515151516,0,NA,0.0266563232323234,10.6625292929293
"1","many2many","none","var","var",6.12286700525763e-09,0.00232880888974623,0,1.02835803762645e-10,9.6807457288938e-07,0,NA,0.00981733611547576,1570.77377847612
"1","many2many","opposite","2.5%","mean",1.36056837697257,16.891,30,1.06881466008769,7.0995,10,0.173341577536348,90.446875,1808.9375
"1","many2many","opposite","2.5%","var",0.000159682797966482,0.0220520833333334,0,5.94945764525405e-05,0.00300833333333335,0,0.000623973207113597,0.079086805555556,31.6347222222222
"1","many2many","opposite","50%","mean",1.50560235510329,19.9325,30,1.21889018230066,8.205,10,0.533631666096359,95.2,1904
"1","many2many","opposite","50%","var",0.000591910740904417,0.0922222222222223,0,0.000231779371705703,0.0105555555555556,0,0.0049975892697184,0.237527777777776,95.0111111111111
"1","many2many","opposite","97.5%","mean",1.77651620585757,22.053875,30,1.40938027090535,9.357875,10,0.815719490060724,95.5405,1910.81
"1","many2many","opposite","97.5%","var",0.00150319619299658,0.221765972222223,0,0.000891055433770281,0.0263229166666666,0,0.0172812031184033,5.31578958333332,2126.31583333333
"1","many2many","opposite","mean","mean",1.5306860779961,19.71695,29.998,1.22486608891743,8.21085,10,0.53248315744429,94.78935,1895.787
"1","many2many","opposite","mean","var",0.000656286067613829,0.1034625,0.002,0.000286371127903784,0.0117769444444444,0,0.00637898516298943,0.775490277777777,310.196111111111
"1","many2many","opposite","var","mean",0.0144547436315477,2.1881706540404,0.000197979797979804,0.00858355349440781,0.370561138888889,0,0.0355244570723267,2.1059624520202,842.384980808081
"1","many2many","opposite","var","var",2.09417064866519e-07,0.00289960181093341,0.000197979797979798,4.96757316410208e-08,4.03780155723905e-05,0,2.85973912466549e-05,2.29183624152598,366693.798644158
"1","many2many","same","2.5%","mean",1.26971447869598,17.57775,29.6475,1.07732378913685,7.235375,10,0.608446948684808,86.0525,1721.05
"1","many2many","same","2.5%","var",0.000165789725629095,0.0307305555555555,0,5.24398989965473e-05,0.00306180555555556,0,4.27139645889869e-05,0.0805305555555556,32.2122222222222
"1","many2many","same","50%","mean",1.46154825451908,20.53,30,1.18743143340191,8.4225,10,0.90797458926565,95.1375,1902.75
"1","many2many","same","50%","var",0.00043754293481879,0.0831250000000001,0,0.000210144773174774,0.00979166666666665,0,0.000635468021343999,0.267736111111113,107.094444444444
"1","many2many","same","97.5%","mean",1.7071814276626,23.636375,30,1.38231813213706,9.283125,10,0.971762083724729,95.48525,1909.705
"1","many2many","same","97.5%","var",0.00124204309058416,0.196797222222222,0.233333333333333,0.000734176990541278,0.0248090277777778,0,0.0116999987532007,7.19683402777777,2878.73361111111
"1","many2many","same","mean","mean",1.47612769462521,20.4371,29.973,1.20456847633426,8.34705,10,0.879905036070442,94.05725,1881.145
"1","many2many","same","mean","var",0.000551905490717603,0.09464,0.013,0.000253067016297426,0.0110975,0,0.00147891637274749,1.2722725,508.909
"1","many2many","same","var","mean",0.0138952814137523,2.64262382828283,0.0147181818181818,0.00839325305269555,0.349349542929293,0,0.0128320111787088,5.38853503787879,2155.41401515152
"1","many2many","same","var","var",1.48790346450066e-07,0.00229982295049258,0.00266879910213244,4.28942074306069e-08,3.67337494544208e-05,0,7.14519059546411e-06,5.73280099421211,917248.159073937
"1","one2many","all","2.5%","mean",1.85148712171455,9.191625,27.8,1.52774284147163,3.9125,9.5,0.92749101756434,71.531625,1430.6325
"1","one2many","all","2.5%","var",0.000602996118598939,0.0286381944444445,0,0.000673262548705928,0.00617152777777779,0,1.24037727745041e-05,0.12995,51.98
"1","one2many","all","50%","mean",2.32006710037215,12.8275,29.9,1.86642802873824,5.31,10,0.97158839146519,87.6775,1753.55
"1","one2many","all","50%","var",0.00366282100709208,0.0826388888888889,0.1,0.00242124986410967,0.0159722222222222,0,5.82489306568358e-05,5.08891666666667,2035.56666666667
"1","one2many","all","97.5%","mean",3.23708525695219,16.181125,30,2.4524207618836,6.54775,10,0.986955884587195,95.27525,1905.505
"1","one2many","all","97.5%","var",0.0144409672126726,0.208433333333333,0.677777777777778,0.0151328854982116,0.03926875,0.277777777777778,0.000417808196913648,17.3673555555555,6946.94222222222
"1","one2many","all","mean","mean",2.42783870560594,12.4929,29.583,1.94559383897918,5.2358,9.958,0.964929876221357,86.5046,1730.092
"1","one2many","all","mean","var",0.00521588575050778,0.0929161111111111,0.177444444444444,0.00358981239621761,0.0183433333333333,0.0144444444444444,9.28125182300458e-05,5.81973222222222,2327.89288888889
"1","one2many","all","var","mean",0.164343135621092,3.59826776767677,0.413546464646464,0.10040592154399,0.55256501010101,0.0376121212121212,0.000508444299048831,41.8051463030303,16722.0585212121
"1","one2many","all","var","var",2.729843416003e-05,0.00235633032454171,0.285118979922684,1.37024949050656e-05,7.3379653323357e-05,0.00355780022446689,1.59299475649127e-08,31.1402914685048,4982446.63496077
"1","one2many","none","2.5%","mean",1.03692505582659,28.677375,30,1,9.897375,10,0.186934130443393,94.967375,1899.3475
"1","one2many","none","2.5%","var",1.83896674796069e-05,0.0140659722222223,0,0,0,0,0.0251074368891458,0.0810666666666669,32.4266666666667
"1","one2many","none","50%","mean",1.04155804678384,28.805,30,1.00454806978542,9.955,10,0.227690866004784,95.23,1904.6
"1","one2many","none","50%","var",6.36197089403164e-05,0.049013888888889,0,2.30352467577629e-05,0.00224999999999999,0,0.0281798932768625,0.207944444444445,83.1777777777778
"1","one2many","none","97.5%","mean",1.04617199213781,28.932875,30,1.01041659772415,10,10,0.261600797631871,95.49525,1909.905
"1","one2many","none","97.5%","var",0.00014428276550359,0.109524305555556,0,6.13416975800893e-05,0.00591458333333332,0,0.0479458036280596,0.494002777777778,197.601111111111
"1","one2many","none","mean","mean",1.0417050813165,28.80075,30,1.00477814930846,9.95275,10,0.225288478659414,95.23155,1904.631
"1","one2many","none","mean","var",6.87724801506454e-05,0.0523336111111111,0,2.42164966508575e-05,0.00234472222222222,0,0.0340372455447503,0.236120277777778,94.4481111111111
"1","one2many","none","var","mean",6.58785075152992e-06,0.00503705808080807,0,9.35322908298343e-06,0.000908775252525254,0,0.00154868072864445,0.0192564116161615,7.70256464646468
"1","one2many","none","var","var",1.17300495021501e-09,0.000662832249890885,0,3.14069971016768e-10,2.88390221661052e-06,0,0.000170216471942217,0.0121987301885366,1951.79683016586
"1","one2many","opposite","2.5%","mean",1.34791183707433,16.239,30,1.14107352623801,6.25,10,0.656527342227708,88.7705,1775.41
"1","one2many","opposite","2.5%","var",0.000125526963770828,0.0259722222222223,0,0.000148267337138648,0.00571944444444444,0,6.27639595644887e-05,0.0615687499999995,24.6275
"1","one2many","opposite","50%","mean",1.54919153697732,19.3725,30,1.31948202473436,7.58,10,0.895397456738272,95.175,1903.5
"1","one2many","opposite","50%","var",0.000636319224973655,0.0905555555555557,0,0.000440285198205228,0.013625,0,0.000425272082234731,0.214416666666667,85.7666666666667
"1","one2many","opposite","97.5%","mean",1.84823655748884,22.259875,30,1.60067188953732,8.765125,10,0.963988890147751,95.4705,1909.41
"1","one2many","opposite","97.5%","var",0.00176051941973808,0.223277777777778,0,0.00140160401304266,0.0294618055555556,0,0.00453596448164135,5.90974097222222,2363.89638888889
"1","one2many","opposite","mean","mean",1.55946827161764,19.39855,30,1.32810530924647,7.5932,10,0.884067101395213,94.21045,1884.209
"1","one2many","opposite","mean","var",0.000714966165607816,0.1034875,0,0.000515066503435047,0.0154411111111111,0,0.000976357171111884,0.873234722222222,349.293888888889
"1","one2many","opposite","var","mean",0.0203589716942251,3.01568348232323,0,0.0152434796009763,0.458375515151515,0,0.00553509363412725,4.24992126010101,1699.9685040404
"1","one2many","opposite","var","var",2.05296155975841e-07,0.00298885570792804,0,1.0390156196886e-07,4.51510362888141e-05,0,2.9003486106986e-06,2.54446019657026,407113.631451241
"1","one2many","same","2.5%","mean",1.28993671969566,16.547,29.3475,1.14313173178747,6.295375,9.9,0.859913802000177,86.056125,1721.1225
"1","one2many","same","2.5%","var",0.000128773565935829,0.0249777777777779,0,0.000100189176264778,0.00455555555555555,0,9.33925467933503e-06,0.0754215277777776,30.1686111111111
"1","one2many","same","50%","mean",1.47127746868107,20.375,30,1.26853282176878,7.885,10,0.968647903282972,94.895,1897.9
"1","one2many","same","50%","var",0.000479900248287868,0.0816805555555555,0,0.000361313396909253,0.0132916666666667,0,6.8521447961789e-05,0.296958333333333,118.783333333333
"1","one2many","same","97.5%","mean",1.81320917338503,23.269625,30,1.58907935806988,8.748875,10,0.986096615954627,95.51625,1910.325
"1","one2many","same","97.5%","var",0.00179379458534178,0.196213888888889,0.250833333333333,0.00277547972007739,0.0295305555555556,0.1,0.00100979936741813,10.1992638888888,4079.70555555554
"1","one2many","same","mean","mean",1.50600049954805,20.0708,29.954,1.30131424726542,7.74365,9.993,0.956415359553228,93.2189,1864.378
"1","one2many","same","mean","var",0.000597259463746579,0.0898027777777778,0.0217777777777778,0.000553301964811623,0.0140175,0.00611111111111111,0.000191054615399193,2.26481111111111,905.924444444444
"1","one2many","same","var","mean",0.0218664350203969,3.40731298989899,0.0265494949494949,0.0149900636995303,0.460471138888889,0.00146565656565657,0.00128921123733574,9.55620988888889,3822.48395555556
"1","one2many","same","var","var",2.54086493161057e-07,0.00224260831306896,0.00424970694600324,4.50345912727259e-07,5.09941958941265e-05,0.00103348297792742,2.13643771559135e-07,9.7443111575321,1559089.78520514
"1","one2one","all","2.5%","mean",2.12432744288805,7.477125,27.4375,2.12432744288805,7.477125,27.4375,1,72.931625,1458.6325
"1","one2one","all","2.5%","var",0.00116447572298897,0.0171076388888889,0,0.00116447572298897,0.0171076388888889,0,0,0.0993062499999997,39.7225
"1","one2one","all","50%","mean",2.65749449024794,10.9525,29.5,2.65749449024794,10.9525,29.5,1,86.24,1724.8
"1","one2one","all","50%","var",0.00443600743473317,0.05125,0.233333333333333,0.00443600743473317,0.05125,0.233333333333333,5.47820073070147e-33,5.55701388888889,2222.80555555556
"1","one2one","all","97.5%","mean",3.77820663771411,13.8525,30,3.77820663771411,13.8525,30,1,95.419375,1908.3875
"1","one2one","all","97.5%","var",0.0160070044524999,0.0981555555555556,0.701111111111111,0.0160070044524999,0.0981555555555556,0.701111111111111,1.36955018267537e-32,30.8032826388889,12321.3130555555
"1","one2one","all","mean","mean",2.80338449530235,10.74865,29.317,2.80338449530235,10.74865,29.317,1,85.85225,1717.045
"1","one2one","all","mean","var",0.0055914850105141,0.0514825,0.251666666666667,0.0055914850105141,0.0514825,0.251666666666667,5.71102426175628e-33,7.49873083333333,2999.49233333333
"1","one2one","all","var","mean",0.223090521680317,3.10225901767677,0.484859595959596,0.223090521680317,3.10225901767677,0.484859595959596,1.36955018267537e-33,37.8642067550505,15145.6827020202
"1","one2one","all","var","var",1.99352859187065e-05,0.000508582782376232,0.041539780521262,1.99352859187065e-05,0.000508582782376232,0.041539780521262,1.58789480651428e-65,73.4540481787426,11752647.7085988
"1","one2one","none","2.5%","mean",1.03758313212734,28.665,30,1.03758313212734,28.665,30,1,94.97425,1899.485
"1","one2one","none","2.5%","var",1.48889812066227e-05,0.0114083333333333,0,1.48889812066227e-05,0.0114083333333333,0,0,0.0576249999999994,23.05
"1","one2one","none","50%","mean",1.04237345293189,28.7825,30,1.04237345293189,28.7825,30,1,95.2625,1905.25
"1","one2one","none","50%","var",6.71136112971272e-05,0.0512361111111113,0,6.71136112971272e-05,0.0512361111111113,0,2.73910036535074e-33,0.207847222222221,83.1388888888889
"1","one2one","none","97.5%","mean",1.04665512729153,28.91525,30,1.04665512729153,28.91525,30,1,95.563375,1911.2675
"1","one2one","none","97.5%","var",0.000134489214029893,0.102327777777778,0,0.000134489214029893,0.102327777777778,0,1.23259516440783e-32,0.504247222222223,201.698888888889
"1","one2one","none","mean","mean",1.04218683882213,28.7874,30,1.04218683882213,28.7874,30,1,95.26515,1905.303
"1","one2one","none","mean","var",6.78947420911329e-05,0.0515894444444445,0,6.78947420911329e-05,0.0515894444444445,0,4.49212459917521e-33,0.228926944444444,91.5707777777778
"1","one2one","none","var","mean",6.04558988066559e-06,0.00460175757575759,0,6.04558988066559e-06,0.00460175757575759,0,6.22522810306985e-34,0.0252158863636363,10.0863545454546
"1","one2one","none","var","var",1.02105389875668e-09,0.000585349242112484,0,1.02105389875668e-09,0.000585349242112484,0,1.75850478292144e-65,0.0148359670572235,2373.75472915576
"1","one2one","opposite","2.5%","mean",1.4426866421396,14.861125,30,1.4426866421396,14.861125,30,1,91.2795,1825.59
"1","one2one","opposite","2.5%","var",0.000154633411192297,0.0182395833333334,0,0.000154633411192297,0.0182395833333334,0,0,0.0716520833333337,28.6608333333333
"1","one2one","opposite","50%","mean",1.69189594864441,17.735,30,1.69189594864441,17.735,30,1,95.2225,1904.45
"1","one2one","opposite","50%","var",0.000538090716657979,0.059472222222222,0,0.000538090716657979,0.059472222222222,0,5.47820073070147e-33,0.253638888888887,101.455555555556
"1","one2one","opposite","97.5%","mean",2.01915799901341,20.80175,30,2.01915799901341,20.80175,30,1,95.495,1909.9
"1","one2one","opposite","97.5%","var",0.00122888529375144,0.130038194444445,0,0.00122888529375144,0.130038194444445,0,1.36955018267537e-32,5.95421875,2381.6875
"1","one2one","opposite","mean","mean",1.69967082133198,17.8078,29.992,1.69967082133198,17.8078,29.992,1,94.86785,1897.357
"1","one2one","opposite","mean","var",0.000608707085711482,0.0639883333333333,0.00333333333333333,0.000608707085711482,0.0639883333333333,0.00333333333333333,6.25884433482643e-33,0.7545225,301.809
"1","one2one","opposite","var","mean",0.0266085921502756,2.83411581818182,0.00498585858585858,0.0266085921502756,2.83411581818182,0.00498585858585858,1.86756843092096e-33,1.90932689646465,763.730758585859
"1","one2one","opposite","var","var",1.17847292796677e-07,0.000868778840566155,0.00063973063973064,1.17847292796677e-07,0.000868778840566155,0.00063973063973064,1.85389858982984e-65,2.35249298365904,376398.877385447
"1","one2one","same","2.5%","mean",1.38615629829446,14.282375,29,1.38615629829446,14.282375,29,1,87.600625,1752.0125
"1","one2one","same","2.5%","var",0.000153785790782759,0.0215444444444443,0,0.000153785790782759,0.0215444444444443,0,0,0.082404861111111,32.9619444444444
"1","one2one","same","50%","mean",1.59896881224744,18.765,30,1.59896881224744,18.765,30,1,95.055,1901.1
"1","one2one","same","50%","var",0.000560856781346746,0.0588888888888891,0,0.000560856781346746,0.0588888888888891,0,5.47820073070147e-33,0.274402777777779,109.761111111111
"1","one2one","same","97.5%","mean",2.09370178291863,21.533,30,2.09370178291863,21.533,30,1,95.41525,1908.305
"1","one2one","same","97.5%","var",0.00239874235365836,0.151445138888889,0.266666666666667,0.00239874235365836,0.151445138888889,0.266666666666667,1.36955018267537e-32,7.54941388888888,3019.76555555556
"1","one2one","same","mean","mean",1.63002318969841,18.515,29.872,1.63002318969841,18.515,29.872,1,93.60995,1872.199
"1","one2one","same","mean","var",0.000704819422813647,0.0674805555555556,0.0437777777777778,0.000704819422813647,0.0674805555555556,0.0437777777777778,6.23145333117292e-33,1.6153325,646.133
"1","one2one","same","var","mean",0.0289859319496548,3.31501262626263,0.0769858585858586,0.0289859319496548,3.31501262626263,0.0769858585858586,2.11657755504375e-33,6.81242853282828,2724.97141313131
"1","one2one","same","var","var",3.10897764499487e-07,0.00128956264029181,0.007040329218107,3.10897764499487e-07,0.00128956264029181,0.007040329218107,1.83919638642151e-65,6.11910923519851,979057.477631762
